sgd_id	gene_id	gene_symbol	gene_name	gene_alias	chr	type
S000000208	YBR004C	GPI18	GlycosylPhosphatidylInositol	FMP44|GPI-anchor transamidase GPI18	chrII	ORF
S000000209	YBR005W	RCR1	Resistance to Congo Red	SSH6	chrII	ORF
S000000210	YBR006W	UGA2	Utilization of GAba	succinate-semialdehyde dehydrogenase (NAD(P)(+))|UGA5	chrII	ORF
S000000211	YBR007C	DSF2	Deletion Suppressor of mptFive/pufFive mutation		chrII	ORF
S000000212	YBR008C	FLR1	FLuconazole Resistance		chrII	ORF
S000000213	YBR009C	HHF1	Histone H Four	histone H4	chrII	ORF
S000000214	YBR010W	HHT1	Histone H Three	BUR5|histone H3|SIN2	chrII	ORF
S000000215	YBR011C	IPP1	Inorganic PyroPhosphatase	inorganic diphosphatase IPP1|PPA1	chrII	ORF
S000000216	YBR012C				chrII	ORF
S000000217	YBR013C				chrII	ORF
S000000218	YBR014C	GRX7	GlutaRedoXin	glutathione-disulfide reductase GRX7	chrII	ORF
S000000219	YBR015C	MNN2	MaNNosyltransferase	alpha-1,2-mannosyltransferase MNN2|CRV4|LDB8|TTP1	chrII	ORF
S000000220	YBR016W	CPP1	C-terminally Palmitoylated Protein	cysteine-rich palmitoylated domain-containing protein CPP1	chrII	ORF
S000000221	YBR017C	KAP104	KAryoPherin		chrII	ORF
S000000222	YBR018C	GAL7	GALactose metabolism	UDP-glucose:hexose-1-phosphate uridylyltransferase	chrII	ORF
S000000223	YBR019C	GAL10	GALactose metabolism	bifunctional UDP-glucose 4-epimerase/aldose 1-epimerase	chrII	ORF
S000000224	YBR020W	GAL1	GALactose metabolism	galactokinase	chrII	ORF
S000000225	YBR021W	FUR4	5-FlUoRouridine sensitivity	uracil permease	chrII	ORF
S000000226	YBR022W	POA1	"Phosphatase Of ADP-ribose 1""-phosphate"	ADP-ribose 1''-phosphate phosphatase	chrII	ORF
S000000227	YBR023C	CHS3	CHitin Synthase-related	CAL1|chitin synthase CHS3|CSD2|DIT101|KTI2	chrII	ORF
S000000228	YBR024W	SCO2	Suppressor of Cytochrome Oxidase deficiency	putative thioredoxin peroxidase SCO2	chrII	ORF
S000000229	YBR025C	OLA1	Obg-Like ATPase	Obg-like ATPase	chrII	ORF
S000000230	YBR026C	ETR1	2-Enoyl Thioester Reductase	enoyl-[acyl-carrier-protein] reductase|MRF1|MRF1'	chrII	ORF
S000000231	YBR027C				chrII	ORF
S000000232	YBR028C	YPK3		putative protein kinase YPK3	chrII	ORF
S000000233	YBR029C	CDS1	CDP-Diacylglycerol Synthase	CDG1|phosphatidate cytidylyltransferase	chrII	ORF
S000000234	YBR030W	RKM3	Ribosomal lysine (K) Methyltransferase	protein-lysine N-methyltransferase	chrII	ORF
S000000235	YBR031W	RPL4A	Ribosomal Protein of the Large subunit	L2A|L4|L4A|ribosomal 60S subunit protein L4A|rp2|uL4|YL2	chrII	ORF
S000000236	YBR032W				chrII	ORF
S000000237	YBR033W	EDS1	Expression Dependent on Slt2		chrII	ORF
S000000238	YBR034C	HMT1	HnRNP MethylTransferase	HCP1|ODP1|protein-arginine omega-N methyltransferase HMT1|RMT1	chrII	ORF
S000000239	YBR035C	PDX3	PyriDoXine auxotrophy	pyridoxamine-phosphate oxidase PDX3	chrII	ORF
S000000240	YBR036C	CSG2	Calcium Sensitive Growth	CLS2|mannosylinositol phosphorylceramide synthase regulatory subunit	chrII	ORF
S000000241	YBR037C	SCO1	Suppressor of Cytochrome Oxidase deficiency	Cu-binding protein SCO1|PET161	chrII	ORF
S000000242	YBR038W	CHS2	CHitin Synthase	chitin synthase CHS2	chrII	ORF
S000000243	YBR039W	ATP3	ATP synthase	F1F0 ATP synthase subunit gamma	chrII	ORF
S000000244	YBR040W	FIG1	Factor-Induced Gene		chrII	ORF
S000000245	YBR041W	FAT1	FATty acid transporter	long-chain fatty acid transporter FAT1	chrII	ORF
S000000246	YBR042C	CST26	Chromosome STability	PSI1|putative acyltransferase	chrII	ORF
S000000247	YBR043C	QDR3	QuiniDine Resistance	AQR2	chrII	ORF
S000000248	YBR044C	TCM62	TriCarboxylic acid cycle Mutant		chrII	ORF
S000000249	YBR045C	GIP1	Glc7-Interacting Protein	protein phosphatase regulator GIP1	chrII	ORF
S000000250	YBR046C	ZTA1	ZeTA-crystallin	NADPH:quinone reductase	chrII	ORF
S000000251	YBR047W	FMP23	Found in Mitochondrial Proteome		chrII	ORF
S000000252	YBR048W	RPS11B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S11B|rp41B|S11B|S17|S18B|uS17|YS12	chrII	ORF
S000000253	YBR049C	REB1	RNA polymerase I Enhancer Binding protein	DNA-binding protein REB1|EBF1|GRF2	chrII	ORF
S000000254	YBR050C	REG2	REsistance to Glucose repression	protein phosphatase regulator REG2	chrII	ORF
S000000255	YBR051W				chrII	ORF
S000000256	YBR052C	RFS1	Rad55 (Fifty-five) Suppressor	flavodoxin-like fold family protein	chrII	ORF
S000000257	YBR053C				chrII	ORF
S000000258	YBR054W	YRO2			chrII	ORF
S000000259	YBR055C	PRP6	Pre-mRNA Processing	RNA6|TSM7269|U4/U6-U5 snRNP complex subunit PRP6	chrII	ORF
S000000260	YBR056W	MRX18	Mitochondrial oRganization of gene eXpression (MIOREX)	17-beta-hydroxysteroid dehydrogenase-like protein	chrII	ORF
S000000261	YBR057C	MUM2	MUddled Meiosis	SPOT8	chrII	ORF
S000000262	YBR058C	UBP14	UBiquitin-specific Protease	GID6|ubiquitin-specific protease UBP14	chrII	ORF
S000000263	YBR059C	AKL1	Ark family Kinase-Like protein	serine/threonine protein kinase AKL1	chrII	ORF
S000000264	YBR060C	ORC2	Origin Recognition Complex	origin recognition complex subunit 2|RRR1|SIR5	chrII	ORF
S000000265	YBR061C	TRM7	Transfer RNA Methyltransferase	tRNA methyltransferase TRM7	chrII	ORF
S000000266	YBR062C				chrII	ORF
S000000267	YBR063C	CNM1	Contact Nucleus Mitochondria		chrII	ORF
S000000268	YBR064W				chrII	ORF
S000000269	YBR065C	ECM2	ExtraCellular Mutant	SLT11	chrII	ORF
S000000270	YBR066C	NRG2	Negative Regulator of Glucose-controlled genes		chrII	ORF
S000000271	YBR067C	TIP1	Temperature shock-Inducible Protein	putative lipase	chrII	ORF
S000000272	YBR068C	BAP2	Branched-chain Amino acid Permease	branched-chain amino acid permease BAP2	chrII	ORF
S000000273	YBR069C	TAT1	Tyrosine and tryptophan Amino acid Transporter	amino acid transporter TAT1|TAP1|VAP1	chrII	ORF
S000000274	YBR070C	ALG14	Asparagine Linked Glycosylation	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14	chrII	ORF
S000000275	YBR071W				chrII	ORF
S000000276	YBR072W	HSP26	Heat Shock Protein	chaperone protein HSP26	chrII	ORF
S000000277	YBR073W	RDH54	RaD54 Homolog	DNA-dependent ATPase RDH54|TID1	chrII	ORF
S000000278	YBR074W	PFF1	Protease in FXNA-related Family	YBR075W	chrII	ORF
S000000280	YBR076W	ECM8	ExtraCellular Mutant		chrII	ORF
S000000281	YBR077C	SLM4	Synthetic Lethal with Mss4	EGO3|GSE1|NIR1	chrII	ORF
S000000282	YBR078W	ECM33	ExtraCellular Mutant		chrII	ORF
S000000283	YBR079C	RPG1		TIF32|translation initiation factor eIF3 core subunit a	chrII	ORF
S000000284	YBR080C	SEC18	SECretory	AAA family ATPase SEC18|ANU4	chrII	ORF
S000000285	YBR081C	SPT7	SuPpressor of Ty's	GIT2|SAGA histone acetyltransferase complex subunit SPT7	chrII	ORF
S000000286	YBR082C	UBC4	UBiquitin-Conjugating	E2 ubiquitin-conjugating protein UBC4	chrII	ORF
S000000287	YBR083W	TEC1	Transposon Enhancement Control	ROC1	chrII	ORF
S000000288	YBR084W	MIS1	MItochondrial C1-tetrahydrofolate Synthase	trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1	chrII	ORF
S000000289	YBR085W	AAC3	ADP/ATP Carrier	ADP/ATP carrier protein AAC3|ANC3	chrII	ORF
S000000290	YBR086C	IST2	Increased Sodium Tolerance		chrII	ORF
S000000291	YBR087W	RFC5	Replication Factor C	replication factor C subunit 5	chrII	ORF
S000000292	YBR088C	POL30	POLymerase	PCNA|proliferating cell nuclear antigen	chrII	ORF
S000000293	YBR089W				chrII	ORF
S000000294	YBR090C				chrII	ORF
S000000295	YBR091C	TIM12	Translocase of the Inner Membrane	MRS5	chrII	ORF
S000000296	YBR092C	PHO3	PHOsphate metabolism	acid phosphatase PHO3|phoC	chrII	ORF
S000000297	YBR093C	PHO5	PHOsphate metabolism	acid phosphatase PHO5|phoE	chrII	ORF
S000000298	YBR094W	PBY1	P-BodY associated protein	putative tubulin tyrosine ligase	chrII	ORF
S000000299	YBR095C	RXT2		RAF60	chrII	ORF
S000000300	YBR096W				chrII	ORF
S000000301	YBR097W	VPS15	Vacuolar Protein Sorting	GRD8|ubiquitin-binding serine/threonine protein kinase VPS15|VAC4|VPL19|VPS40|VPT15	chrII	ORF
S000000302	YBR098W	MMS4	Methyl MethaneSulfonate sensitivity	SLX2|YBR100W	chrII	ORF
S000000303	YBR099C				chrII	ORF
S000000305	YBR101C	FES1	Factor Exchange for Ssa1p	Hsp70 nucleotide exchange factor FES1	chrII	ORF
S000000306	YBR102C	EXO84	EXOcyst	exocyst subunit EXO84|USA3	chrII	ORF
S000000307	YBR103W	SIF2	Sir4p-Interacting Factor	EMB1	chrII	ORF
S000000308	YBR104W	YMC2	Yeast Mitochondrial Carrier	organic acid transporter	chrII	ORF
S000000309	YBR105C	VID24	Vacuolar Import and Degradation	GID4|glucose-induced degradation complex subunit VID24	chrII	ORF
S000000310	YBR106W	SND3	SRP-iNDependent targeting	PHO88	chrII	ORF
S000000311	YBR107C	IML3	Increased Minichromosome Loss	MCM19	chrII	ORF
S000000312	YBR108W	AIM3	Altered Inheritance rate of Mitochondria		chrII	ORF
S000000313	YBR109C	CMD1	CalMoDulin	calmodulin|CaM	chrII	ORF
S000000314	YBR110W	ALG1	Asparagine-Linked Glycosylation	chitobiosyldiphosphodolichol beta-1,4 mannosyltransferase	chrII	ORF
S000000315	YBR111C	YSA1		ADP-ribose diphosphatase|RMA2	chrII	ORF
S000000316	YBR112C	CYC8	CYtochrome C	CRT8|[OCT]|[OCT1+]|SSN6|transcription regulator CYC8	chrII	ORF
S000000317	YBR113W				chrII	ORF
S000000318	YBR114W	RAD16	RADiation sensitive	DNA repair protein RAD16|PSO5	chrII	ORF
S000000319	YBR115C	LYS2	LYSine requiring	L-aminoadipate-semialdehyde dehydrogenase	chrII	ORF
S000000320	YBR116C				chrII	ORF
S000000321	YBR117C	TKL2	TransKetoLase	transketolase TKL2	chrII	ORF
S000000322	YBR118W	TEF2	Translation Elongation Factor	eEF1A|EF-1 alpha|translation elongation factor EF-1 alpha	chrII	ORF
S000000323	YBR119W	MUD1	Mutant U1 Die	U1A|U1-A	chrII	ORF
S000000324	YBR120C	CBP6	Cytochrome B Protein synthesis		chrII	ORF
S000000325	YBR121C	GRS1	Glycyl-tRNA Synthase	glycine--tRNA ligase	chrII	ORF
S000000326	YBR122C	MRPL36	Mitochondrial Ribosomal Protein, Large subunit	bL31m|mitochondrial 54S ribosomal protein YmL36|YmL36	chrII	ORF
S000000327	YBR123C	TFC1	Transcription Factor class C	tau 95|transcription factor TFIIIC subunit TFC1	chrII	ORF
S000000328	YBR124W				chrII	ORF
S000000329	YBR125C	PTC4	Phosphatase Two C	GCT1|type 2C protein phosphatase PTC4	chrII	ORF
S000000330	YBR126C	TPS1	Trehalose-6-Phosphate Synthase	alpha,alpha-trehalose-phosphate synthase (UDP-forming) TPS1|BYP1|CIF1|FDP1|GGS1|GLC6|TSS1	chrII	ORF
S000000331	YBR127C	VMA2	Vacuolar Membrane Atpase	ATPSV|H(+)-transporting V1 sector ATPase subunit B|VAT2	chrII	ORF
S000000332	YBR128C	ATG14	AuTophaGy related	APG14|CVT12	chrII	ORF
S000000333	YBR129C	OPY1	Overproduction-induced Pheromone-resistant Yeast		chrII	ORF
S000000334	YBR130C	SHE3	Swi5p-dependent HO Expression		chrII	ORF
S000000335	YBR131W	CCZ1	Calcium Caffeine Zinc sensitivity	CVT16	chrII	ORF
S000000336	YBR132C	AGP2	high-Affinity Glutamine Permease		chrII	ORF
S000000337	YBR133C	HSL7	Histone Synthetic Lethal	protein arginine N-methyltransferase	chrII	ORF
S000000338	YBR134W				chrII	ORF
S000000339	YBR135W	CKS1	Cdc28 Kinase Subunit	cyclin-dependent protein kinase regulatory subunit CKS1	chrII	ORF
S000000340	YBR136W	MEC1	Mitosis Entry Checkpoint	ESR1|protein kinase MEC1|RAD31|SAD3	chrII	ORF
S000000341	YBR137W				chrII	ORF
S000000342	YBR138C			HDR1	chrII	ORF
S000000343	YBR139W	ATG42	AuTophaGy	carboxypeptidase C	chrII	ORF
S000000344	YBR140C	IRA1	Inhibitory Regulator of the RAS-cAMP pathway	GLC1|GTPase-activating protein IRA1|PPD1	chrII	ORF
S000000345	YBR141C	BMT2	Base MethylTransferase of 25S RNA	25S rRNA (adenine2142-N1)-methyltransferase	chrII	ORF
S000000346	YBR142W	MAK5	MAintenance of Killer	putative ATP-dependent RNA helicase	chrII	ORF
S000000347	YBR143C	SUP45	SUPpressor	eRF1|SAL4|SUP1|SUP47|translation termination factor eRF1	chrII	ORF
S000000348	YBR144C				chrII	ORF
S000000349	YBR145W	ADH5	Alcohol DeHydrogenase	alcohol dehydrogenase ADH5	chrII	ORF
S000000350	YBR146W	MRPS9	Mitochondrial Ribosomal Protein, Small subunit	mitochondrial 37S ribosomal protein MRPS9|uS9m	chrII	ORF
S000000351	YBR147W	RTC2	Restriction of Telomere Capping	cationic amino acid transporter|RRT11|YPQ3	chrII	ORF
S000000352	YBR148W	YSW1			chrII	ORF
S000000353	YBR149W	ARA1	D-ARAbinose dehydrogenase	D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1	chrII	ORF
S000000354	YBR150C	TBS1	ThiaBendazole Sensitive		chrII	ORF
S000000355	YBR151W	APD1	Actin Patches Distal		chrII	ORF
S000000356	YBR152W	SPP381	Suppressor of PrP38-1	U4/U6-U5 snRNP complex subunit SPP381	chrII	ORF
S000000357	YBR153W	RIB7	RIBoflavin biosynthesis	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase	chrII	ORF
S000000358	YBR154C	RPB5	RNA Polymerase B	ABC27|DNA-directed RNA polymerase core subunit RPB5	chrII	ORF
S000000359	YBR155W	CNS1	CyclophiliN Seven suppressor	HSP70/90 family co-chaperone CNS1	chrII	ORF
S000000360	YBR156C	SLI15	Synthetically Lethal with Ipl1		chrII	ORF
S000000361	YBR157C	ICS2	Increased Copper Sensitivity		chrII	ORF
S000000362	YBR158W	AMN1	Antagonist of Mitotic exit Network	CST13|ICS4	chrII	ORF
S000000363	YBR159W	IFA38		ketoreductase	chrII	ORF
S000000364	YBR160W	CDC28	Cell Division Cycle	CDK1|cyclin-dependent serine/threonine-protein kinase CDC28|HSL5|SRM5	chrII	ORF
S000000365	YBR161W	CSH1	CSG1/SUR1 Homolog	mannosylinositol phosphorylceramide synthase catalytic subunit CSH1	chrII	ORF
S000000366	YBR162C	TOS1	Target Of Sbf		chrII	ORF
S000000367	YBR163W	EXO5	EXOnuclease V	DEM1	chrII	ORF
S000000368	YBR164C	ARL1	ADP-Ribosylation factor-Like	Arf family GTPase ARL1|DLP2	chrII	ORF
S000000369	YBR165W	UBS1	UBiquitin-conjugating enzyme Suppressor		chrII	ORF
S000000370	YBR166C	TYR1	TYRosine	prephenate dehydrogenase (NADP(+))	chrII	ORF
S000000371	YBR167C	POP7	Processing Of Precursor RNAs	ribonuclease P/MRP protein subunit POP7|RPP2	chrII	ORF
S000000372	YBR168W	PEX32	PEroXisome related		chrII	ORF
S000000373	YBR169C	SSE2	Stress Seventy subfamily E	adenyl-nucleotide exchange factor SSE2	chrII	ORF
S000000374	YBR170C	NPL4	Nuclear Protein Localization	HRD4|nuclear protein localization protein 4	chrII	ORF
S000000375	YBR171W	SEC66	SECretory	HSS1|KAR7|Sec63 complex subunit SEC66|SEC71	chrII	ORF
S000000376	YBR172C	SMY2	Suppressor of MYo2-66		chrII	ORF
S000000377	YBR173C	UMP1	Ubiquitin-Mediated Proteolysis	RNS2	chrII	ORF
S000000378	YBR174C				chrII	ORF
S000000379	YBR175W	SWD3	Set1c, WD40 repeat protein	CPS30|SAF35	chrII	ORF
S000000380	YBR176W	ECM31	ExtraCellular Mutant	3-methyl-2-oxobutanoate hydroxymethyltransferase	chrII	ORF
S000000381	YBR177C	EHT1	Ethanol Hexanoyl Transferase	medium-chain fatty acid ethyl ester synthase/esterase	chrII	ORF
S000000382	YBR178W				chrII	ORF
S000000383	YBR179C	FZO1	FuZzy Onions homolog	mitofusin	chrII	ORF
S000000384	YBR180W	DTR1	DiTyRosine		chrII	ORF
S000000385	YBR181C	RPS6B	Ribosomal Protein of the Small subunit	eS6|LPG18|ribosomal 40S subunit protein S6B|RPS101|RPS102|S6e	chrII	ORF
S000000386	YBR182C	SMP1	Second MEF2-like Protein		chrII	ORF
S000000387	YBR183W	YPC1	Yeast Phyto-Ceramidase	phytoceramidase	chrII	ORF
S000000388	YBR184W				chrII	ORF
S000000389	YBR185C	MBA1	Multi-copy Bypass of AFG3		chrII	ORF
S000000390	YBR186W	PCH2	Pachytene CHeckpoint		chrII	ORF
S000000391	YBR187W	GDT1	Gcr1 Dependent Translation factor	putative ribosome biosynthesis protein GDT1	chrII	ORF
S000000392	YBR188C	NTC20	Prp19p (NineTeen)-associated Complex		chrII	ORF
S000000393	YBR189W	RPS9B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S9B|rp21|RPS13A|S13|S4|S9B|SUP46|uS4|YS11	chrII	ORF
S000000394	YBR190W				chrII	ORF
S000000395	YBR191W	RPL21A	Ribosomal Protein of the Large subunit	eL21|L21A|L21e|ribosomal 60S subunit protein L21A|URP1	chrII	ORF
S000000396	YBR192W	RIM2	Replication In Mitochondria	PYT1	chrII	ORF
S000000397	YBR193C	MED8	MEDiator complex		chrII	ORF
S000000398	YBR194W	AIM4	Altered Inheritance rate of Mitochondria	SOY1	chrII	ORF
S000000399	YBR195C	MSI1	Multicopy Suppressor of IRA1	CAC3	chrII	ORF
S000000400	YBR196C	PGI1	PhosphoGlucoIsomerase	CDC30|glucose-6-phosphate isomerase	chrII	ORF
S000000401	YBR197C				chrII	ORF
S000000402	YBR198C	TAF5	TATA binding protein-Associated Factor	chromatin modification protein|TAF90|TafII90	chrII	ORF
S000000403	YBR199W	KTR4	Kre Two Related	putative mannosyltransferase	chrII	ORF
S000000404	YBR200W	BEM1	Bud EMergence	phosphatidylinositol-3-phosphate-binding protein BEM1|SRO1	chrII	ORF
S000000405	YBR201W	DER1	Degradation in the Endoplasmic Reticulum	derlin	chrII	ORF
S000000406	YBR202W	MCM7	MiniChromosome Maintenance	CDC47|mini-chromosome maintenance complex protein 7	chrII	ORF
S000000407	YBR203W	COS111	Ciclopirox Olamine Sensitive		chrII	ORF
S000000408	YBR204C	LDH1	Lipid Droplet Hydrolase	triacylglycerol lipase	chrII	ORF
S000000409	YBR205W	KTR3	Kre Two Related	mannosyltransferase KTR3	chrII	ORF
S000000410	YBR206W				chrII	ORF
S000000411	YBR207W	FTH1	FTR1 Homolog		chrII	ORF
S000000412	YBR208C	DUR12	Degradation of URea	bifunctional urea carboxylase/allophanate hydrolase|DUR1,2|DUR80	chrII	ORF
S000000413	YBR209W				chrII	ORF
S000000414	YBR210W	ERV15	ER Vesicle Protein		chrII	ORF
S000000415	YBR211C	AME1	Associated with Microtubules and Essential	ARP100	chrII	ORF
S000000416	YBR212W	NGR1	Negative Growth Regulatory protein	RBP1	chrII	ORF
S000000417	YBR213W	MET8	METhionine requiring	bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase MET8	chrII	ORF
S000000418	YBR214W	SDS24	homolog of S. pombe SDS23		chrII	ORF
S000000419	YBR215W	HPC2	Histone Periodic Control		chrII	ORF
S000000420	YBR216C	YBP1	Yap1-Binding Protein		chrII	ORF
S000000421	YBR217W	ATG12	AuTophaGy related	APG12	chrII	ORF
S000000422	YBR218C	PYC2	PYruvate Carboxylase	pyruvate carboxylase 2	chrII	ORF
S000000423	YBR219C				chrII	ORF
S000000424	YBR220C				chrII	ORF
S000000425	YBR221C	PDB1	Pyruvate Dehydrogenase Beta subunit	pyruvate dehydrogenase (acetyl-transferring) subunit E1 beta	chrII	ORF
S000000426	YBR222C	PCS60	Peroxisomal CoA-dependent Synthetase	FAT2	chrII	ORF
S000000427	YBR223C	TDP1	Tyrosyl-DNA Phosphodiesterase	tyrosyl-DNA phosphodiesterase 1	chrII	ORF
S000000428	YBR224W				chrII	ORF
S000000429	YBR225W				chrII	ORF
S000000430	YBR226C				chrII	ORF
S000000431	YBR227C	MCX1	Mitochondrial ClpX		chrII	ORF
S000000432	YBR228W	SLX1	Synthetic Lethal of unknown (X) function	endonuclease	chrII	ORF
S000000433	YBR229C	ROT2	Reversal Of Tor2 lethality	GLS2|glucan 1,3-alpha-glucosidase ROT2	chrII	ORF
S000000434	YBR230C	OM14	Outer Membrane Protein of 14 kDa		chrII	ORF
S000000435	YBR231C	SWC5	SWr Complex	AOR1	chrII	ORF
S000000436	YBR232C				chrII	ORF
S000000437	YBR233W	PBP2	Pbp1p Binding Protein	HEK1	chrII	ORF
S000000438	YBR234C	ARC40	ARp2/3 Complex subunit		chrII	ORF
S000000439	YBR235W	VHC1	Vacuolar protein Homologous to CCC family		chrII	ORF
S000000440	YBR236C	ABD1		mRNA (guanine-N7)-methyltransferase	chrII	ORF
S000000441	YBR237W	PRP5	Pre-mRNA Processing	DEAD-box RNA helicase PRP5|RNA5	chrII	ORF
S000000442	YBR238C				chrII	ORF
S000000443	YBR239C	ERT1	Ethanol Regulated Transcription factor		chrII	ORF
S000000444	YBR240C	THI2	THIamine metabolism	PHO6|phoF	chrII	ORF
S000000445	YBR241C	VVS1	Vacuolar protein Vital for Stress response		chrII	ORF
S000000446	YBR242W			5'-deoxynucleotidase|YB92	chrII	ORF
S000000447	YBR243C	ALG7	Asparagine-Linked Glycosylation	TUR1|UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	chrII	ORF
S000000448	YBR244W	GPX2	Glutathione PeroXidase	AMI1|glutathione peroxidase GPX2	chrII	ORF
S000000449	YBR245C	ISW1	Imitation SWitch subfamily	chromatin-remodeling ATPase ISW1|SGN2	chrII	ORF
S000000450	YBR246W	RRT2	Regulator of rDNA Transcription	diphthamide synthase|DPH7|ERE1	chrII	ORF
S000000451	YBR247C	ENP1	Essential Nuclear Protein	MEG1|snoRNA-binding rRNA-processing protein ENP1	chrII	ORF
S000000452	YBR248C	HIS7	HIStidine requiring	imidazoleglycerol-phosphate synthase	chrII	ORF
S000000453	YBR249C	ARO4	AROmatic amino acid requiring	3-deoxy-7-phosphoheptulonate synthase ARO4	chrII	ORF
S000000454	YBR250W	SPO23	SPOrulation		chrII	ORF
S000000455	YBR251W	MRPS5	Mitochondrial Ribosomal Protein, Small subunit	mitochondrial 37S ribosomal protein MRPS5|uS5m	chrII	ORF
S000000456	YBR252W	DUT1	DUTp pyrophosphatase	bifunctional dITP/dUTP diphosphatase	chrII	ORF
S000000457	YBR253W	SRB6	Suppressor of RNA polymerase B	MED22	chrII	ORF
S000000458	YBR254C	TRS20	TRapp Subunit	TRAPP subunit TRS20	chrII	ORF
S000000459	YBR255W	MTC4	Maintenance of Telomere Capping		chrII	ORF
S000000460	YBR256C	RIB5	RIBoflavin biosynthesis	riboflavin synthase	chrII	ORF
S000000461	YBR257W	POP4	Processing Of Precursor RNAs	RNase P/RNase MRP complex subunit	chrII	ORF
S000000462	YBR258C	SHG1	Set1c, Hypothetical G	CPS15	chrII	ORF
S000000463	YBR259W				chrII	ORF
S000000464	YBR260C	RGD1	Related GAP Domain	GTPase-activating protein RGD1	chrII	ORF
S000000465	YBR261C	TAE1	Translation Associated Element	N-terminal protein methyltransferase|NTM1	chrII	ORF
S000000466	YBR262C	MIC12	MItochondrial contact site and Cristae organizing system	AIM5|FMP51|MCS12	chrII	ORF
S000000467	YBR263W	SHM1	Serine HydroxyMethyltransferase	glycine hydroxymethyltransferase SHM1|SHMT1|TMP3	chrII	ORF
S000000468	YBR264C	YPT10	Yeast Protein Two	Rab family GTPase YPT10	chrII	ORF
