Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	Chromosome/scaffold name	Saccharomyces cerevisiae paralogue gene stable ID	Saccharomyces cerevisiae paralogue associated gene name	Saccharomyces cerevisiae paralogue protein or transcript ID	Saccharomyces cerevisiae paralogue chromosome/scaffold name
YLL013C	YLL013C_mRNA	YLL013C	PUF3	XII	YPR042C	PUF2	YPR042C	XVI
YKR067W	YKR067W_mRNA	YKR067W	GPT2	XI	YBL011W	SCT1	YBL011W	II
YLR040C	YLR040C_mRNA	YLR040C	AFB1	XII				
YMR093W	YMR093W_mRNA	YMR093W	UTP15	XIII				
YIL058W	YIL058W_mRNA	YIL058W		IX				
YHR136C	YHR136C_mRNA	YHR136C	SPL2	VIII				
YBR078W	YBR078W_mRNA	YBR078W	ECM33	II	YDR055W	PST1	YDR055W	IV
YBR078W	YBR078W_mRNA	YBR078W	ECM33	II	YCL048W	SPS22	YCL048W	III
YBR078W	YBR078W_mRNA	YBR078W	ECM33	II	YDR522C	SPS2	YDR522C	IV
YCL054W	YCL054W_mRNA	YCL054W	SPB1	III	YBR061C	TRM7	YBR061C	II
YIL072W	YIL072W_mRNA	YIL072W	HOP1	IX				
YOR231C-A	YOR231C-A_mRNA	YOR231C-A		XV				
YCR016W	YCR016W_mRNA	YCR016W		III				
YEL020C	YEL020C_mRNA	YEL020C	PXP1	V	YLR044C	PDC1	YLR044C	XII
YEL020C	YEL020C_mRNA	YEL020C	PXP1	V	YLR134W	PDC5	YLR134W	XII
YEL020C	YEL020C_mRNA	YEL020C	PXP1	V	YGR087C	PDC6	YGR087C	VII
YEL020C	YEL020C_mRNA	YEL020C	PXP1	V	YDL080C	THI3	YDL080C	IV
YPL025C	YPL025C_mRNA	YPL025C		XVI				
RDN58-2	RDN58-2_rRNA			XII	RDN58-1		RDN58-1_rRNA	XII
YDL136W	YDL136W_mRNA	YDL136W	RPL35B	IV	YGL022W	STT3	YGL022W	VII
YDL136W	YDL136W_mRNA	YDL136W	RPL35B	IV	YDL191W	RPL35A	YDL191W	IV
YBR211C	YBR211C_mRNA	YBR211C	AME1	II				
YJL077W-A	YJL077W-A_mRNA	YJL077W-A		X				
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YDR172W	SUP35	YDR172W	IV
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YBR118W	TEF2	YBR118W	II
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YPR080W	TEF1	YPR080W	XVI
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YLR069C	MEF1	YLR069C	XII
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YKR084C	HBS1	YKR084C	XI
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YKL173W	SNU114	YKL173W	XI
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YER025W	GCD11	YER025W	V
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YAL035W	FUN12	YAL035W	I
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YJL102W	MEF2	YJL102W	X
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YLR289W	GUF1	YLR289W	XII
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YOR187W	TUF1	YOR187W	XV
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YOL023W	IFM1	YOL023W	XV
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YNL163C	RIA1	YNL163C	XIV
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YDR385W	EFT2	YDR385W	IV
YOR076C	YOR076C_mRNA	YOR076C	SKI7	XV	YOR133W	EFT1	YOR133W	XV
YDR104C	YDR104C_mRNA	YDR104C	SPO71	IV				
YBR279W	YBR279W_mRNA	YBR279W	PAF1	II				
YLR067C	YLR067C_mRNA	YLR067C	PET309	XII				
YHR219W	YHR219W_mRNA	YHR219W		VIII	YBL113C		YBL113C	II
YHR219W	YHR219W_mRNA	YHR219W		VIII	YHL050C		YHL050C	VIII
YHR219W	YHR219W_mRNA	YHR219W		VIII	YHL049C		YHL049C	VIII
YHR219W	YHR219W_mRNA	YHR219W		VIII	YJL225C		YJL225C	X
YHR219W	YHR219W_mRNA	YHR219W		VIII	YIL177C		YIL177C	IX
YHR219W	YHR219W_mRNA	YHR219W		VIII	YFL066C		YFL066C	VI
YHR219W	YHR219W_mRNA	YHR219W		VIII	YFL064C		YFL064C	VI
YHR219W	YHR219W_mRNA	YHR219W		VIII	YER190W	YRF1-2	YER190W	V
YHR219W	YHR219W_mRNA	YHR219W		VIII	YLL066C		YLL066C	XII
YHR219W	YHR219W_mRNA	YHR219W		VIII	YGR296W	YRF1-3	YGR296W	VII
YHR219W	YHR219W_mRNA	YHR219W		VIII	YBL112C		YBL112C	II
YHR219W	YHR219W_mRNA	YHR219W		VIII	YHR218W-A		YHR218W-A	VIII
YHR219W	YHR219W_mRNA	YHR219W		VIII	YLL067C		YLL067C	XII
YHR219W	YHR219W_mRNA	YHR219W		VIII	YNL339C	YRF1-6	YNL339C	XIV
YHR219W	YHR219W_mRNA	YHR219W		VIII	YHR218W		YHR218W	VIII
YHR219W	YHR219W_mRNA	YHR219W		VIII	YPR204W		YPR204W	XVI
YHR219W	YHR219W_mRNA	YHR219W		VIII	YPL283C	YRF1-7	YPL283C	XVI
YHR219W	YHR219W_mRNA	YHR219W		VIII	YEL077C		YEL077C	V
YHR219W	YHR219W_mRNA	YHR219W		VIII	YBL111C		YBL111C	II
YHR219W	YHR219W_mRNA	YHR219W		VIII	YLR466W	YRF1-4	YLR466W	XII
YHR219W	YHR219W_mRNA	YHR219W		VIII	YML133C		YML133C	XIII
YHR219W	YHR219W_mRNA	YHR219W		VIII	YDR545W	YRF1-1	YDR545W	IV
YHR219W	YHR219W_mRNA	YHR219W		VIII	YLR467W	YRF1-5	YLR467W	XII
YHR219W	YHR219W_mRNA	YHR219W		VIII	YOR396W	YRF1-8	YOR396W	XV
YHR219W	YHR219W_mRNA	YHR219W		VIII	YER189W		YER189W	V
YHR219W	YHR219W_mRNA	YHR219W		VIII	YEL075C		YEL075C	V
YHR219W	YHR219W_mRNA	YHR219W		VIII	YPR202W		YPR202W	XVI
YHR219W	YHR219W_mRNA	YHR219W		VIII	YLR462W		YLR462W	XII
YGR249W	YGR249W_mRNA	YGR249W	MGA1	VII				
YLR456W	YLR456W_mRNA	YLR456W		XII	YPR172W		YPR172W	XVI
YGR283C	YGR283C_mRNA	YGR283C		VII	YMR310C		YMR310C	XIII
YDL027C	YDL027C_mRNA	YDL027C	MRX9	IV				
YKR023W	YKR023W_mRNA	YKR023W		XI				
YGR028W	YGR028W_mRNA	YGR028W	MSP1	VII	YPR173C	VPS4	YPR173C	XVI
YGR028W	YGR028W_mRNA	YGR028W	MSP1	VII	YPL074W	YTA6	YPL074W	XVI
YGR028W	YGR028W_mRNA	YGR028W	MSP1	VII	YER047C	SAP1	YER047C	V
YCL001W-A	YCL001W-A_mRNA	YCL001W-A		III				
YDR052C	YDR052C_mRNA	YDR052C	DBF4	IV				
YFR035C	YFR035C_mRNA	YFR035C		VI				
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YBR118W	TEF2	YBR118W	II
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YPR080W	TEF1	YPR080W	XVI
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YLR069C	MEF1	YLR069C	XII
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YKR084C	HBS1	YKR084C	XI
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YKL173W	SNU114	YKL173W	XI
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YER025W	GCD11	YER025W	V
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YOR076C	SKI7	YOR076C	XV
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YDR172W	SUP35	YDR172W	IV
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YAL035W	FUN12	YAL035W	I
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YLR289W	GUF1	YLR289W	XII
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YOR187W	TUF1	YOR187W	XV
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YOL023W	IFM1	YOL023W	XV
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YNL163C	RIA1	YNL163C	XIV
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YDR385W	EFT2	YDR385W	IV
YJL102W	YJL102W_mRNA	YJL102W	MEF2	X	YOR133W	EFT1	YOR133W	XV
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YBR302C	COS2	YBR302C	II
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YML132W	COS3	YML132W	XIII
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YFL062W	COS4	YFL062W	VI
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YDL248W	COS7	YDL248W	IV
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YJR161C	COS5	YJR161C	X
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YGR295C	COS6	YGR295C	VII
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YHL048W	COS8	YHL048W	VIII
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YKL219W	COS9	YKL219W	XI
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YNR075W	COS10	YNR075W	XIV
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YCR102W-A		YCR102W-A	III
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YGL263W	COS12	YGL263W	VII
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YHL043W	ECM34	YHL043W	VIII
YNL336W	YNL336W_mRNA	YNL336W	COS1	XIV	YHL042W		YHL042W	VIII
YGL006W	YGL006W_mRNA	YGL006W	PMC1	VII				
YDR217C	YDR217C_mRNA	YDR217C	RAD9	IV				
YMR194C-A	YMR194C-A_mRNA	YMR194C-A		XIII				
YKL033W	YKL033W_mRNA	YKL033W	TTI1	XI				
YOR223W	YOR223W_mRNA	YOR223W	DSC3	XV				
YOR032W-A	YOR032W-A_mRNA	YOR032W-A		XV				
YBR260C	YBR260C_mRNA	YBR260C	RGD1	II	YER155C	BEM2	YER155C	V
YBR260C	YBR260C_mRNA	YBR260C	RGD1	II	YOR127W	RGA1	YOR127W	XV
YBR260C	YBR260C_mRNA	YBR260C	RGD1	II	YDR379W	RGA2	YDR379W	IV
YLR359W	YLR359W_mRNA	YLR359W	ADE13	XII	YHR018C	ARG4	YHR018C	VIII
YLR359W	YLR359W_mRNA	YLR359W	ADE13	XII	YPL262W	FUM1	YPL262W	XVI
YHR062C	YHR062C_mRNA	YHR062C	RPP1	VIII				
YDR022C	YDR022C_mRNA	YDR022C		IV				
YDR459C	YDR459C_mRNA	YDR459C	PFA5	IV				
YNL184C	YNL184C_mRNA	YNL184C		XIV				
YDR293C	YDR293C_mRNA	YDR293C	SSD1	IV	YMR287C	DSS1	YMR287C	XIII
YDR293C	YDR293C_mRNA	YDR293C	SSD1	IV	YOL021C	DIS3	YOL021C	XV
YPL195W	YPL195W_mRNA	YPL195W	APL5	XVI				
YMR173W	YMR173W_mRNA	YMR173W	DDR48	XIII				
YDR374W-A	YDR374W-A_mRNA	YDR374W-A	WIP1	IV				
YAL007C	YAL007C_mRNA	YAL007C	ERP2	I	YOR016C	ERP4	YOR016C	XV
YAL007C	YAL007C_mRNA	YAL007C	ERP2	I	YAR002C-A	ERP1	YAR002C-A	I
YAL007C	YAL007C_mRNA	YAL007C	ERP2	I	YGL002W	ERP6	YGL002W	VII
YAL007C	YAL007C_mRNA	YAL007C	ERP2	I	YML012W	ERV25	YML012W	XIII
YAL007C	YAL007C_mRNA	YAL007C	ERP2	I	YGL200C	EMP24	YGL200C	VII
YGL235W	YGL235W_mRNA	YGL235W		VII				
YGL134W	YGL134W_mRNA	YGL134W	PCL10	VII	YPL219W	PCL8	YPL219W	XVI
YGL134W	YGL134W_mRNA	YGL134W	PCL10	VII	YIL050W	PCL7	YIL050W	IX
YGL134W	YGL134W_mRNA	YGL134W	PCL10	VII	YOL001W	PHO80	YOL001W	XV
YGL134W	YGL134W_mRNA	YGL134W	PCL10	VII	YER059W	PCL6	YER059W	V
YGL134W	YGL134W_mRNA	YGL134W	PCL10	VII	YGL215W	CLG1	YGL215W	VII
YGL134W	YGL134W_mRNA	YGL134W	PCL10	VII	YDL127W	PCL2	YDL127W	IV
YGL134W	YGL134W_mRNA	YGL134W	PCL10	VII	YDL179W	PCL9	YDL179W	IV
YGL134W	YGL134W_mRNA	YGL134W	PCL10	VII	YNL289W	PCL1	YNL289W	XIV
YER001W	YER001W_mRNA	YER001W	MNN1	V	YIL014W	MNT3	YIL014W	IX
YER001W	YER001W_mRNA	YER001W	MNN1	V	YGL257C	MNT2	YGL257C	VII
YER001W	YER001W_mRNA	YER001W	MNN1	V	YNR059W	MNT4	YNR059W	XIV
YDR366C	YDR366C_mRNA	YDR366C		IV				
YHR023W	YHR023W_mRNA	YHR023W	MYO1	VIII	YOR326W	MYO2	YOR326W	XV
YHR023W	YHR023W_mRNA	YHR023W	MYO1	VIII	YAL029C	MYO4	YAL029C	I
YHR023W	YHR023W_mRNA	YHR023W	MYO1	VIII	YKL129C	MYO3	YKL129C	XI
YHR023W	YHR023W_mRNA	YHR023W	MYO1	VIII	YMR109W	MYO5	YMR109W	XIII
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)I2		tI(AAU)I2_tRNA	IX
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)E1		tI(AAU)E1_tRNA	V
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)B		tI(AAU)B_tRNA	II
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)I1		tI(AAU)I1_tRNA	IX
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)L2		tI(AAU)L2_tRNA	XII
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)P1		tI(AAU)P1_tRNA	XVI
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)D		tI(AAU)D_tRNA	IV
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)L1		tI(AAU)L1_tRNA	XII
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)N1		tI(AAU)N1_tRNA	XIV
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)G		tI(AAU)G_tRNA	VII
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)P2		tI(AAU)P2_tRNA	XVI
tI(AAU)E2	tI(AAU)E2_tRNA			V	tI(AAU)N2		tI(AAU)N2_tRNA	XIV
YDR430C	YDR430C_mRNA	YDR430C	CYM1	IV	YLR389C	STE23	YLR389C	XII
YDR430C	YDR430C_mRNA	YDR430C	CYM1	IV	YLR163C	MAS1	YLR163C	XII
YDR430C	YDR430C_mRNA	YDR430C	CYM1	IV	YHR024C	MAS2	YHR024C	VIII
YDR430C	YDR430C_mRNA	YDR430C	CYM1	IV	YPR191W	QCR2	YPR191W	XVI
YDR430C	YDR430C_mRNA	YDR430C	CYM1	IV	YPR122W	AXL1	YPR122W	XVI
YGR002C	YGR002C_mRNA	YGR002C	SWC4	VII				
YNL220W	YNL220W_mRNA	YNL220W	ADE12	XIV				
YBR109W-A	YBR109W-A_mRNA	YBR109W-A		II				
YHR110W	YHR110W_mRNA	YHR110W	ERP5	VIII				
YKL136W	YKL136W_mRNA	YKL136W		XI				
YLL067C	YLL067C_mRNA	YLL067C		XII	YLL066C		YLL066C	XII
YLL067C	YLL067C_mRNA	YLL067C		XII	YBL112C		YBL112C	II
YLL067C	YLL067C_mRNA	YLL067C		XII	YHR218W-A		YHR218W-A	VIII
YLL067C	YLL067C_mRNA	YLL067C		XII	YHR218W		YHR218W	VIII
YLL067C	YLL067C_mRNA	YLL067C		XII	YBL111C		YBL111C	II
YLL067C	YLL067C_mRNA	YLL067C		XII	YPR204W		YPR204W	XVI
YLL067C	YLL067C_mRNA	YLL067C		XII	YEL077C		YEL077C	V
YLL067C	YLL067C_mRNA	YLL067C		XII	YGR296W	YRF1-3	YGR296W	VII
YLL067C	YLL067C_mRNA	YLL067C		XII	YNL339C	YRF1-6	YNL339C	XIV
YLL067C	YLL067C_mRNA	YLL067C		XII	YPL283C	YRF1-7	YPL283C	XVI
YLL067C	YLL067C_mRNA	YLL067C		XII	YLR466W	YRF1-4	YLR466W	XII
YLL067C	YLL067C_mRNA	YLL067C		XII	YER190W	YRF1-2	YER190W	V
YLL067C	YLL067C_mRNA	YLL067C		XII	YML133C		YML133C	XIII
YLL067C	YLL067C_mRNA	YLL067C		XII	YHL050C		YHL050C	VIII
YLL067C	YLL067C_mRNA	YLL067C		XII	YJL225C		YJL225C	X
YLL067C	YLL067C_mRNA	YLL067C		XII	YBL113C		YBL113C	II
YLL067C	YLL067C_mRNA	YLL067C		XII	YHR219W		YHR219W	VIII
YLL067C	YLL067C_mRNA	YLL067C		XII	YIL177C		YIL177C	IX
YLL067C	YLL067C_mRNA	YLL067C		XII	YHL049C		YHL049C	VIII
YLL067C	YLL067C_mRNA	YLL067C		XII	YFL066C		YFL066C	VI
YLL067C	YLL067C_mRNA	YLL067C		XII	YFL064C		YFL064C	VI
YLL067C	YLL067C_mRNA	YLL067C		XII	YDR545W	YRF1-1	YDR545W	IV
YLL067C	YLL067C_mRNA	YLL067C		XII	YLR467W	YRF1-5	YLR467W	XII
YLL067C	YLL067C_mRNA	YLL067C		XII	YOR396W	YRF1-8	YOR396W	XV
YLL067C	YLL067C_mRNA	YLL067C		XII	YER189W		YER189W	V
YLL067C	YLL067C_mRNA	YLL067C		XII	YEL075C		YEL075C	V
YLL067C	YLL067C_mRNA	YLL067C		XII	YPR202W		YPR202W	XVI
YLL067C	YLL067C_mRNA	YLL067C		XII	YLR462W		YLR462W	XII
YPL078C	YPL078C_mRNA	YPL078C	ATP4	XVI				
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YFR038W	IRC5	YFR038W	VI
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YOR290C	SNF2	YOR290C	XV
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YDR334W	SWR1	YDR334W	IV
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YPL082C	MOT1	YPL082C	XVI
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YER164W	CHD1	YER164W	V
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YOR304W	ISW2	YOR304W	XV
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YBR245C	ISW1	YBR245C	II
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YGL163C	RAD54	YGL163C	VII
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YLR032W	RAD5	YLR032W	XII
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YLR247C	IRC20	YLR247C	XII
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YGL150C	INO80	YGL150C	VII
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YJR035W	RAD26	YJR035W	X
YBR073W	YBR073W_mRNA	YBR073W	RDH54	II	YAL019W	FUN30	YAL019W	I
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YJL138C	TIF2	YJL138C	X
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YKR059W	TIF1	YKR059W	XI
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YDR021W	FAL1	YDR021W	IV
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YNL112W	DBP2	YNL112W	XIV
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YLL008W	DRS1	YLL008W	XII
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YMR290C	HAS1	YMR290C	XIII
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YFL002C	SPB4	YFL002C	VI
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YHR169W	DBP8	YHR169W	VIII
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YJL033W	HCA4	YJL033W	X
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YGL171W	ROK1	YGL171W	VII
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YDL031W	DBP10	YDL031W	IV
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YBR142W	MAK5	YBR142W	II
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YDL160C	DHH1	YDL160C	IV
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YLR276C	DBP9	YLR276C	XII
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YGL064C	MRH4	YGL064C	VII
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YOR046C	DBP5	YOR046C	XV
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YHR065C	RRP3	YHR065C	VIII
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YDL084W	SUB2	YDL084W	IV
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YDR243C	PRP28	YDR243C	IV
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YKR024C	DBP7	YKR024C	XI
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YNR038W	DBP6	YNR038W	XIV
YPL119C	YPL119C_mRNA	YPL119C	DBP1	XVI	YOR204W	DED1	YOR204W	XV
YOR135C	YOR135C_mRNA	YOR135C	IRC14	XV				
YPL212C	YPL212C_mRNA	YPL212C	PUS1	XVI	YGL063W	PUS2	YGL063W	VII
YPL212C	YPL212C_mRNA	YPL212C	PUS1	XVI	YFL001W	DEG1	YFL001W	VI
snR60	snR60_snoRNA			X				
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)J		tE(UUC)J_tRNA	X
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)I		tE(UUC)I_tRNA	IX
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)P		tE(UUC)P_tRNA	XVI
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)C		tE(UUC)C_tRNA	III
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)G1	SOE1	tE(UUC)G1_tRNA	VII
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)E1		tE(UUC)E1_tRNA	V
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)L		tE(UUC)L_tRNA	XII
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)G2		tE(UUC)G2_tRNA	VII
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)E2		tE(UUC)E2_tRNA	V
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)E3		tE(UUC)E3_tRNA	V
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)K		tE(UUC)K_tRNA	XI
tE(UUC)G3	tE(UUC)G3_tRNA			VII	tE(UUC)B		tE(UUC)B_tRNA	II
YGL179C	YGL179C_mRNA	YGL179C	TOS3	VII	YER129W	SAK1	YER129W	V
YGL179C	YGL179C_mRNA	YGL179C	TOS3	VII	YOL016C	CMK2	YOL016C	XV
YGL179C	YGL179C_mRNA	YGL179C	TOS3	VII	YFR014C	CMK1	YFR014C	VI
YGL179C	YGL179C_mRNA	YGL179C	TOS3	VII	YBR274W	CHK1	YBR274W	II
YGL179C	YGL179C_mRNA	YGL179C	TOS3	VII	YGL158W	RCK1	YGL158W	VII
YGL179C	YGL179C_mRNA	YGL179C	TOS3	VII	YLR248W	RCK2	YLR248W	XII
YNL159C	YNL159C_mRNA	YNL159C	ASI2	XIV				
YFR048W	YFR048W_mRNA	YFR048W	RMD8	VI	YDL001W	RMD1	YDL001W	IV
YFR048W	YFR048W_mRNA	YFR048W	RMD8	VI	YDR282C	MRX10	YDR282C	IV
YDR016C	YDR016C_mRNA	YDR016C	DAD1	IV				
YKL215C	YKL215C_mRNA	YKL215C	OXP1	XI				
YML035C	YML035C_mRNA	YML035C	AMD1	XIII	YBR284W		YBR284W	II
YML035C	YML035C_mRNA	YML035C	AMD1	XIII	YJL070C		YJL070C	X
YDL059C	YDL059C_mRNA	YDL059C	RAD59	IV	YML032C	RAD52	YML032C	XIII
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)E1		tK(CUU)E1_tRNA	V
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)P		tK(CUU)P_tRNA	XVI
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)D1		tK(CUU)D1_tRNA	IV
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)K		tK(CUU)K_tRNA	XI
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)M		tK(CUU)M_tRNA	XIII
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)J		tK(CUU)J_tRNA	X
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)F		tK(CUU)F_tRNA	VI
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)C		tK(CUU)C_tRNA	III
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)G1		tK(CUU)G1_tRNA	VII
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)G2		tK(CUU)G2_tRNA	VII
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)E2		tK(CUU)E2_tRNA	V
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)G3		tK(CUU)G3_tRNA	VII
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(CUU)I		tK(CUU)I_tRNA	IX
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(UUU)D		tK(UUU)D_tRNA	IV
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(UUU)G2		tK(UUU)G2_tRNA	VII
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(UUU)O		tK(UUU)O_tRNA	XV
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(UUU)L		tK(UUU)L_tRNA	XII
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(UUU)G1		tK(UUU)G1_tRNA	VII
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(UUU)K		tK(UUU)K_tRNA	XI
tK(CUU)D2	tK(CUU)D2_tRNA			IV	tK(UUU)P		tK(UUU)P_tRNA	XVI
YOR257W	YOR257W_mRNA	YOR257W	CDC31	XV	YBR109C	CMD1	YBR109C	II
tE(UUC)G2	tE(UUC)G2_tRNA			VII	tE(UUC)E3		tE(UUC)E3_tRNA	V
tE(UUC)G2	tE(UUC)G2_tRNA			VII	tE(UUC)E2		tE(UUC)E2_tRNA	V
tE(UUC)G2	tE(UUC)G2_tRNA			VII	tE(UUC)K		tE(UUC)K_tRNA	XI
tE(UUC)G2	tE(UUC)G2_tRNA			VII	tE(UUC)B		tE(UUC)B_tRNA	II
tE(UUC)G2	tE(UUC)G2_tRNA			VII	tE(UUC)C		tE(UUC)C_tRNA	III
tE(UUC)G2	tE(UUC)G2_tRNA			VII	tE(UUC)G1	SOE1	tE(UUC)G1_tRNA	VII
tE(UUC)G2	tE(UUC)G2_tRNA			VII	tE(UUC)E1		tE(UUC)E1_tRNA	V
tE(UUC)G2	tE(UUC)G2_tRNA			VII	tE(UUC)P		tE(UUC)P_tRNA	XVI
