HGNC_ID	FUSIL	pLI_gnomAD	oe_lof	oe_lof_lower	oe_lof_upper	oe_mis	oe_mis_lower	oe_mis_upper	oe_syn	oe_syn_lower	oe_syn_upper	shet	RVIS	DDD_HI_percentage
HGNC:1152	VP	6.92e-06	0.596	0.374	0.986	0.867	0.763	0.987	1.02	0.836	1.24	0.013665816	0.133046561	33.67
HGNC:11536	CL	0.0173	0.261	0.176	0.397	0.672	0.619	0.728	0.971	0.867	1.09	0.03867414	-1.463269145	15.82
HGNC:11540	CL	6.1e-09	0.548	0.381	0.803	0.741	0.676	0.812	1.13	1.02	1.27	0.033373832	-1.089438655	32.85
HGNC:11544	DL	0.112	0.324	0.147	0.838	0.746	0.626	0.891	0.851	0.654	1.12	0.251459061	0.040985163	48.5
HGNC:11546	DL	0.0175	0.466	0.229	1.07	0.549	0.418	0.728	1.17	0.843	1.65	0.010266127	-0.06551458	18.12
HGNC:11568	VP	3.9e-22	0.634	0.5	0.811	1.03	0.971	1.1	0.911	0.819	1.01	0.00747543	-0.462997023	70.64
HGNC:11571	CL	0.985	0.0585	0.02	0.277	0.31	0.256	0.377	1.08	0.916	1.28	0.222824848	-0.698628983	12.94
HGNC:11573	SV	0.00472	0.356	0.208	0.643	0.842	0.753	0.942	0.95	0.8	1.13	0.019280058	-0.462806416	2.29
HGNC:1158	VN	0.000235	0.825	0.45	1.58	0.698	0.571	0.858	0.89	0.688	1.16	-	1.062788129	0
HGNC:11582	CL	1.6e-08	0.548	0.378	0.812	0.972	0.88	1.07	1.02	0.876	1.19	0.009420198	0.562428758	28.98
HGNC:11590	SV	0.998	0.0441	0.015	0.209	0.463	0.408	0.527	0.958	0.835	1.1	0.251181014	-0.647647298	2.97
HGNC:11593	VP	1.21e-08	0.901	0.585	1.43	0.986	0.882	1.1	0.982	0.829	1.17	0.007435881	-0.382954749	63.92
HGNC:11603	DL	0.543	0.209	0.108	0.438	0.864	0.781	0.956	1.06	0.922	1.21	0.059569579	-0.045636231	4.73
HGNC:1161	SV	1.39e-12	0.771	0.55	1.1	0.905	0.808	1.02	0.912	0.762	1.1	0.003022157	1.243884954	30.24
HGNC:11629	VP	0.000968	0.606	0.331	1.2	0.699	0.609	0.804	0.802	0.655	0.985	0.003869653	0.086258514	46.91
HGNC:1163	VP	2.26e-09	1.23	0.782	1.83	0.945	0.78	1.15	0.806	0.575	1.15	0.002072625	0.334548045	54.43
HGNC:11634	SV	-	-	-	-	-	-	-	-	-	-	-	-	0.38
HGNC:11640	DL	0.374	0.226	0.123	0.446	0.795	0.718	0.881	1	0.876	1.15	0.055921024	0.071109891	17.3
HGNC:11641	DL	0.995	0.121	0.059	0.277	0.626	0.56	0.701	1.18	1.05	1.33	0.086053494	-0.913766753	0.77
HGNC:11644	DL	0.000162	0.503	0.302	0.877	0.708	0.624	0.805	0.88	0.735	1.06	0.040307125	-0.277259677	28.79
HGNC:11645	VP	0.109	0.296	0.145	0.677	0.861	0.745	0.996	1.02	0.83	1.27	0.045658943	-0.332427605	8.79
HGNC:1165	VP	1	0.0648	0.029	0.167	0.586	0.539	0.637	0.997	0.908	1.09	0.070112051	-1.393658386	52.63
HGNC:11658	VN	1e-07	0.673	0.444	1.05	0.849	0.762	0.948	0.845	0.711	1.01	0.00427508	-0.021307007	75.17
HGNC:1168	SV	0.547	0.185	0.075	0.582	0.644	0.533	0.783	0.953	0.734	1.25	0.269469839	0.172170103	22.68
HGNC:11693	VP	5.2e-11	0.985	0.666	1.49	0.858	0.777	0.948	0.891	0.77	1.03	0.001995402	0.686397575	58.93
HGNC:11699	VP	0.747	0.182	0.089	0.416	0.957	0.863	1.06	0.881	0.74	1.05	0.047085534	-0.126646053	61.95
HGNC:1170	VN	1.19e-05	0.889	0.52	1.58	1.08	0.928	1.26	0.903	0.701	1.18	0.00200629	0.442561915	76.95
HGNC:11708	SV	4.43e-09	0.665	0.454	0.998	1.03	0.918	1.16	1.04	0.865	1.26	0.006672349	-0.66930187	58.09
HGNC:11713	VN	0.1	0.264	0.149	0.497	0.706	0.632	0.789	0.814	0.686	0.969	0.019931209	0.158178951	42.34
HGNC:11714	DL	1	0	0	0.118	0.687	0.604	0.781	1.03	0.87	1.23	-	-0.671976861	3.27
HGNC:11716	VP	0.995	0.0817	0.032	0.257	0.522	0.454	0.601	0.778	0.653	0.93	-	0.174487103	31.71
HGNC:1172	CL	9.69e-09	0.622	0.425	0.933	0.645	0.588	0.706	0.841	0.748	0.948	0.01128437	-1.201293532	32.12
HGNC:11724	DL	1	0.0849	0.043	0.179	0.825	0.766	0.888	1.26	1.14	1.39	0.182019332	-1.365500515	9.33
HGNC:11726	VP	-	-	-	-	-	-	-	-	-	-	-	-	70.47
HGNC:11740	DL	-	-	-	-	-	-	-	-	-	-	-	-	3.9
HGNC:11743	DL	0.991	0.0538	0.018	0.255	0.746	0.662	0.842	1.09	0.941	1.27	0.236705067	-0.852986805	2.98
HGNC:11745	VP	0.997	0	0	0.175	0.669	0.583	0.769	1.06	0.898	1.26	0.221372312	-0.392493253	22.33
HGNC:11753	DL	0.895	0.147	0.066	0.38	0.695	0.615	0.786	0.877	0.745	1.04	0.114050798	-0.436962484	15.29
HGNC:11755	VP	0.000919	1.28	0.579	1.91	1.02	0.813	1.28	1.05	0.766	1.47	0.005865863	0.337578919	94.34
HGNC:11762	VP	1.77e-08	0.506	0.352	0.743	0.848	0.78	0.922	0.893	0.79	1.01	0.017747445	1.652039727	46.16
HGNC:11769	DL	0.988	0.0568	0.019	0.27	0.681	0.599	0.776	1.16	0.994	1.36	0.110775584	-0.69479217	1.85
HGNC:11779	VP	3.31e-06	0.443	0.295	0.682	1.06	0.982	1.15	1.11	0.991	1.25	0.019059856	1.162609094	59.04
HGNC:11784	DL	0.229	0.261	0.118	0.675	0.869	0.788	0.958	1.14	1.01	1.3	-	0.128501826	80.46
HGNC:11785	VP	1	0.109	0.059	0.215	0.713	0.662	0.767	0.859	0.773	0.955	0.084901493	-0.533395278	2.4
HGNC:11795	VP	0.22	0.265	0.119	0.684	0.904	0.797	1.03	1.3	1.11	1.53	0.018386583	0.034569947	36.12
HGNC:11796	SV	0.277	0.237	0.129	0.467	0.462	0.403	0.53	0.83	0.709	0.974	0.006468021	-0.734719109	3.21
HGNC:1180	VP	0.994	0	0	0.198	0.585	0.496	0.692	0.929	0.758	1.14	0.321292401	-0.5347329	3
HGNC:11805	VP	0.96	0.197	0.131	0.303	0.842	0.793	0.893	1.03	0.953	1.12	0.068455003	-0.655366121	14.65
HGNC:11813	CL	2.98e-35	0.805	0.655	0.994	0.987	0.926	1.05	1.04	0.936	1.15	0.010753151	-0.828067663	23.36
HGNC:11816	CL	0.0637	0.534	0.216	1.56	1.09	0.887	1.34	1.23	0.913	1.67	0.049278746	-0.185292204	53.93
HGNC:11822	VP	0.657	0.166	0.067	0.523	0.517	0.421	0.636	1.03	0.82	1.29	0.028978084	0.132244151	3.48
HGNC:1184	VP	6.85e-06	0.446	0.293	0.697	0.737	0.657	0.827	0.645	0.526	0.796	0.009089177	-0.813059249	44.67
HGNC:11841	VP	1	0.0647	0.028	0.167	0.485	0.431	0.547	0.941	0.816	1.09	0.427029209	-1.001291321	6.27
HGNC:11848	VN	5.6e-07	0.629	0.409	1	0.93	0.854	1.01	0.895	0.781	1.03	0.001878536	0.765542679	44.44
HGNC:11850	VP	5.58e-09	0.653	0.446	0.979	0.901	0.827	0.981	0.963	0.845	1.1	0.002484913	0.960638728	7.76
HGNC:11856	VP	1e-07	0.963	0.605	1.58	1.05	0.902	1.22	1.22	0.988	1.52	0.003090721	0.620538053	66.74
HGNC:1186	VN	4.43e-09	0.794	0.53	1.22	0.85	0.746	0.969	0.969	0.782	1.21	0.005731018	-0.871260066	36.73
HGNC:11862	VN	1e-11	0.91	0.628	1.35	1.04	0.931	1.16	0.961	0.811	1.14	0.003474119	-0.247581669	48.52
HGNC:11868	VP	1	0.0945	0.051	0.187	0.826	0.772	0.884	1.01	0.917	1.11	0.291282001	-0.840262433	47.8
HGNC:11872	VP	0.0216	0.338	0.184	0.667	0.916	0.807	1.04	0.873	0.707	1.08	0.043399072	-0.483752535	30.09
HGNC:1189	VP	0.999	0	0	0.153	0.636	0.546	0.742	0.862	0.697	1.07	0.10151284	-0.326723922	15.98
HGNC:11891	VP	0.00239	0.623	0.324	1.3	0.664	0.556	0.796	0.808	0.64	1.03	0.009006256	-0.48188503	43.51
HGNC:11913	VP	1.55e-06	1.25	0.716	1.88	1.35	1.18	1.55	1.22	0.977	1.55	0.011227746	0.227335234	78.78
HGNC:11914	VP	1.67e-06	1.23	0.708	1.87	1.08	0.955	1.23	1.09	0.907	1.33	-	1.764543484	89.8
HGNC:11916	VP	0.996	0.0487	0.016	0.231	0.617	0.542	0.703	0.982	0.843	1.15	0.212620317	-0.025140271	58.3
HGNC:11919	VP	0.859	0.132	0.053	0.416	0.663	0.565	0.78	1.09	0.892	1.34	0.050287489	0.166109802	40.22
HGNC:11924	SV	0.266	0.25	0.113	0.646	0.922	0.8	1.07	1.01	0.813	1.26	0.017813153	0.389712615	93.3
HGNC:11925	VP	0.129	0.285	0.14	0.653	0.948	0.825	1.09	0.975	0.776	1.23	0.047469486	0.215927861	47.94
HGNC:11932	VP	0.000219	0.838	0.456	1.6	1.16	0.995	1.35	0.931	0.707	1.24	-	0.062284955	87.49
HGNC:11945	DL	7.96e-05	0.656	0.384	1.18	0.599	0.495	0.727	0.828	0.638	1.09	0.015453372	0.120836754	32.54
HGNC:11946	DL	0.131	0.309	0.14	0.798	0.83	0.704	0.98	1.65	1.37	1.92	0.02407102	-0.523325391	67.71
HGNC:11953	VN	0.515	0.222	0.149	0.337	0.842	0.789	0.897	1.05	0.961	1.15	0.061669259	-0.11158323	5.9
HGNC:11960	VP	1	0.0196	0.007	0.062	0.745	0.693	0.801	0.881	0.789	0.984	0.433840731	-0.608702468	14.01
HGNC:11976	VP	0.18	0.257	0.133	0.54	0.981	0.879	1.1	0.884	0.74	1.06	-	-	60.32
HGNC:11989	CL	0.995	0.181	0.118	0.282	0.577	0.533	0.624	0.835	0.746	0.936	0.036187566	-0.648270329	3.6
HGNC:11992	CL	4.51e-11	0.496	0.363	0.688	0.832	0.771	0.896	1.09	0.981	1.21	0.004282041	-0.167193254	25.46
HGNC:11998	SV	0.169	0.269	0.132	0.616	0.834	0.739	0.942	1.11	0.942	1.32	0.122624777	-0.12780547	0.2
HGNC:12000	DL	0.0136	0.267	0.178	0.411	0.781	0.725	0.841	0.96	0.86	1.07	0.024003035	-0.97073321	54.66
HGNC:12003	SV	0.997	0.0981	0.044	0.254	0.734	0.669	0.806	1.09	0.975	1.23	0.088114642	-0.984889355	25.95
HGNC:12009	CL	0.0205	0.378	0.197	0.795	1.07	0.939	1.21	1.31	1.1	1.57	0.047167872	-0.287152429	15.05
HGNC:12017	CL	1	0.0632	0.037	0.11	0.738	0.697	0.78	1.04	0.962	1.13	0.168837574	-2.649903834	10.3
HGNC:12032	DL	-	-	-	-	-	-	-	-	-	-	-	-	49.93
HGNC:12036	DL	0.997	0.0465	0.016	0.221	0.542	0.476	0.618	0.937	0.791	1.11	0.27515613	-0.328592586	36.71
HGNC:1224	VP	0.656	0.166	0.067	0.523	0.684	0.594	0.788	1.04	0.878	1.25	0.028135401	-0.218708619	46.33
HGNC:12269	VP	0.422	0.192	0.067	0.912	1.18	1.06	1.31	1.25	1.07	1.47	0.013804298	-0.655219519	77.68
HGNC:12298	VP	0.00419	0.541	0.282	1.14	1.05	0.921	1.21	1.05	0.851	1.31	0.007966378	0.137591448	60.66
HGNC:12307	VP	0.996	0.0792	0.031	0.249	0.564	0.49	0.651	1.12	0.962	1.31	0.081550215	-0.328592586	36.58
HGNC:12313	SV	1	0.0273	0.011	0.071	0.862	0.82	0.906	1.09	1.01	1.17	0.425928612	-2.873849216	13.64
HGNC:12335	DL	1.13e-07	0.473	0.326	0.701	0.522	0.472	0.578	0.908	0.803	1.03	0.01099202	-0.585970043	8.1
HGNC:12338	VN	2.88e-07	0.444	0.306	0.658	0.712	0.652	0.777	1.04	0.924	1.18	0.016678588	-1.422611808	8.23
HGNC:12340	DL	1	0.023	0.007	0.109	0.813	0.758	0.872	1.03	0.93	1.13	0.236009696	-0.966910416	1.26
HGNC:12347	CL	1	0.0307	0.016	0.061	0.51	0.485	0.535	1.1	1.04	1.15	0.470190287	-8.636962423	19.5
HGNC:12367	CL	9.62e-07	0.756	0.475	1.25	1.03	0.912	1.17	1.06	0.881	1.29	-	0.554764647	44.43
HGNC:12370	VP	4.47e-06	0.557	0.356	0.902	0.909	0.806	1.03	0.942	0.781	1.14	0.006934799	0.175645828	27.06
HGNC:12383	DL	0.266	0.24	0.125	0.505	0.708	0.623	0.805	0.833	0.698	0.998	0.016469898	-0.351407248	47.76
HGNC:12388	VP	6.61e-05	0.827	0.469	1.53	0.887	0.783	1.01	0.972	0.814	1.17	0.004812376	1.005021635	16.48
HGNC:12392	VP	0.988	0.129	0.063	0.296	0.552	0.482	0.631	1.04	0.88	1.22	0.364295418	-0.47385949	13.43
HGNC:1241	VP	0.00389	0.551	0.287	1.16	0.711	0.606	0.837	0.92	0.743	1.15	0.005734295	-0.208461285	65.17
HGNC:1242	VN	0.161	0.329	0.134	1.03	0.711	0.61	0.83	1.11	0.923	1.35	0.010947683	-0.160157555	69.46
HGNC:12422	VP	0.000137	0.42	0.263	0.695	0.814	0.721	0.92	0.853	0.7	1.04	0.029588832	0.890938766	48.73
HGNC:12425	DL	1.66e-06	0.558	0.362	0.887	0.952	0.862	1.05	1.07	0.916	1.26	-	0.112549997	61.13
HGNC:12434	VP	7.08e-09	0.541	0.377	0.794	0.843	0.759	0.938	1.04	0.885	1.22	0.007857449	-0.098483495	28.55
HGNC:12440	VP	1.35e-06	0.362	0.256	0.522	0.821	0.768	0.878	0.935	0.849	1.03	0.034504433	0.93223396	33.93
HGNC:1245	VP	0.205	0.294	0.119	0.925	0.884	0.765	1.02	1.15	0.962	1.38	0.016538142	-0.217194043	70.84
HGNC:12461	CL	0.919	0.119	0.048	0.375	0.857	0.77	0.953	0.987	0.842	1.16	0.210507854	-0.541143978	14.68
HGNC:12462	VP	8.3e-11	0.649	0.46	0.935	0.951	0.873	1.04	1.01	0.887	1.14	0.007244685	0.784168696	71.65
HGNC:12473	SV	0.168	0.287	0.13	0.741	0.319	0.234	0.44	1.23	0.944	1.63	0.04227449	-0.155259203	5.53
HGNC:12474	VP	0.121	0.317	0.143	0.818	0.348	0.256	0.48	0.947	0.689	1.32	0.246022961	-0.132444386	4.58
HGNC:12477	VP	0.711	0.12	0.042	0.571	0.446	0.352	0.567	0.887	0.676	1.18	0.233053802	-0.21951436	23.65
HGNC:12478	VP	0.964	0	0	0.29	0.398	0.312	0.512	1.18	0.933	1.51	0.270907152	-0.263629547	13.43
HGNC:12480	DL	0.933	0.0773	0.026	0.367	0.631	0.519	0.771	0.709	0.525	0.973	0.265378815	-0.16399197	38.69
HGNC:12482	VP	0.963	0	0	0.292	0.273	0.197	0.384	1.03	0.77	1.41	0.094161119	-0.048403467	4.13
HGNC:12491	CL	0.817	0.101	0.035	0.48	0.373	0.289	0.485	1.05	0.835	1.34	0.032210688	-0.129769862	30.63
HGNC:12502	SV	0.864	0	0	0.464	0.364	0.248	0.546	1.15	0.779	1.72	0.204879098	-0.001258953	1.1
HGNC:12506	SV	1	0.0983	0.05	0.207	1.1	1.03	1.17	1.26	1.15	1.38	0.082147759	-1.500498082	31.82
HGNC:12507	DL	1	0	0	0.086	0.505	0.442	0.579	0.878	0.744	1.04	0.360954039	-0.406929521	26.92
HGNC:12511	CL	1	0	0	0.061	0.385	0.339	0.437	1.18	1.06	1.33	0.457784608	-1.21956606	9.84
HGNC:12513	VN	0.989	0	0	0.22	0.797	0.677	0.942	1.4	1.15	1.72	0.30860916	-0.134313696	39.55
HGNC:12517	VP	2.06e-11	1.2	0.798	1.77	0.956	0.841	1.09	1.04	0.861	1.26	0.005112417	0.30683015	32.26
HGNC:1253	VN	2.98e-08	0.942	0.603	1.52	0.883	0.758	1.03	1.08	0.867	1.36	0.001309333	0.744508912	82.07
HGNC:12557	SV	0.999	0.115	0.059	0.242	0.545	0.489	0.606	1.24	1.1	1.4	0.072066387	-1.128652711	19.76
HGNC:12565	VP	0.000999	0.602	0.329	1.19	0.763	0.652	0.893	0.983	0.791	1.23	0.007470397	0.347113257	26.92
HGNC:12566	SV	2.77e-16	0.451	0.352	0.582	0.865	0.815	0.917	0.905	0.824	0.995	0.017989296	-0.960013268	12.52
HGNC:12569	DL	0.000644	0.321	0.211	0.502	0.867	0.803	0.937	1.19	1.08	1.32	0.026345172	-0.301052995	8.83
HGNC:12578	VP	2.94e-08	0.835	0.543	1.33	0.985	0.859	1.13	0.656	0.498	0.873	0.010379585	0.389712615	41.68
HGNC:1258	VP	5.51e-13	0.854	0.605	1.23	0.916	0.82	1.03	0.889	0.746	1.06	0.002850406	0.165397449	68.91
HGNC:12582	CL	0.0152	0.486	0.238	1.11	0.944	0.776	1.15	0.945	0.679	1.34	0.006470917	0.173685236	68.72
HGNC:12597	VP	4.85e-17	0.664	0.504	0.883	1.1	1.02	1.17	1.16	1.04	1.29	-	0.11612255	22.32
HGNC:1260	VP	3.46e-07	0.844	0.531	1.4	1.02	0.914	1.13	1.02	0.875	1.2	-	1.449610861	73.18
HGNC:12605	VP	1.57e-08	1.19	0.743	1.82	1.15	1.01	1.32	0.978	0.776	1.24	0.000737567	-0.476534468	42.65
HGNC:12608	DL	-	-	-	-	-	-	-	-	-	-	-	-	57.59
HGNC:12611	VP	4.14e-11	0.523	0.38	0.731	0.753	0.691	0.82	0.925	0.817	1.05	0.008788216	-0.723219597	21.88
HGNC:12612	DL	0.917	0.175	0.095	0.345	0.647	0.569	0.735	0.895	0.746	1.08	0.055978025	-0.481077648	4.57
HGNC:12613	VP	1	0.108	0.058	0.214	0.544	0.492	0.602	0.869	0.761	0.995	0.067580711	-0.880701215	8.46
HGNC:12617	SV	1	0.114	0.064	0.214	0.824	0.773	0.878	0.911	0.828	1	0.195180475	-0.770658396	32.48
HGNC:12618	VP	0.000488	0.353	0.225	0.572	0.82	0.745	0.902	1.03	0.897	1.18	0.021553113	0.211829911	23.99
HGNC:12619	VP	6.16e-05	0.328	0.226	0.486	0.826	0.766	0.89	0.95	0.855	1.06	0.019539247	0.238929467	37.23
HGNC:12620	VP	-	-	-	-	-	-	-	-	-	-	-	-	26.8
HGNC:12621	DL	0.482	0.216	0.117	0.427	0.415	0.358	0.482	0.872	0.746	1.02	0.067910507	-0.57920186	61.3
HGNC:12623	VP	1	0.0888	0.057	0.141	0.585	0.55	0.622	0.921	0.849	0.999	0.089715244	-2.3659477	20.31
HGNC:12626	SV	1	0.0337	0.011	0.16	0.638	0.564	0.722	1.05	0.902	1.24	0.145955989	-0.759048995	16.75
HGNC:12628	CL	0.947	0.18	0.105	0.325	0.59	0.537	0.649	1.05	0.938	1.17	0.074882261	-1.971464545	13.91
HGNC:12636	VP	0.0293	0.516	0.234	1.32	0.909	0.747	1.11	0.804	0.573	1.15	0.024878989	0.749056817	80.56
HGNC:12644	SV	0.00218	0.638	0.332	1.33	0.957	0.774	1.19	1.44	1.08	1.86	0.022315492	-0.259440215	32.37
HGNC:12647	VP	0.114	0.39	0.158	1.22	0.689	0.531	0.903	1.16	0.839	1.62	0.015792149	0.041341066	34.73
HGNC:12660	SV	0.784	0.107	0.037	0.508	0.787	0.674	0.92	0.994	0.816	1.22	0.097279165	-	29.72
HGNC:12669	SV	0.971	0.0655	0.022	0.311	0.717	0.615	0.838	0.903	0.734	1.12	0.322060523	-0.450691019	8.28
HGNC:12681	VP	1.25e-09	1.32	0.834	1.88	1.17	1.02	1.34	1.23	1.01	1.5	0.001785619	0.752885323	26.75
HGNC:12684	VP	0.561	0.195	0.088	0.505	0.919	0.835	1.01	1.1	0.965	1.25	-	-0.284477911	44.26
HGNC:12691	DL	0.447	0.22	0.124	0.414	0.849	0.773	0.934	1.17	1.03	1.34	0.104625963	-0.913766753	8.64
HGNC:12712	DL	9.49e-17	0.737	0.553	0.995	0.935	0.852	1.03	0.964	0.83	1.12	0.007096456	-0.486332316	31.56
HGNC:12718	CL	0.00253	0.357	0.214	0.624	0.776	0.683	0.882	0.9	0.732	1.11	0.01735181	-0.338485388	27.43
HGNC:12729	CL	0.335	0.23	0.119	0.485	0.666	0.59	0.752	0.893	0.759	1.05	0.235990672	-0.073798767	46.48
HGNC:12730	DL	0.0627	0.307	0.159	0.645	0.806	0.711	0.915	0.913	0.76	1.1	0.038832345	0.620179879	37.49
HGNC:12733	DL	0.963	0.105	0.042	0.332	0.712	0.634	0.799	0.957	0.817	1.13	0.129839388	-0.327432718	12.98
HGNC:12738	VP	0.347	0.23	0.104	0.596	0.911	0.795	1.05	1.04	0.851	1.29	0.0228184	-0.326723922	48.97
HGNC:12741	DL	0.449	0.212	0.096	0.548	0.424	0.347	0.521	1.13	0.925	1.39	0.018036809	-0.273876387	21.78
HGNC:12754	CL	1	0.0354	0.012	0.168	0.707	0.639	0.782	1.24	1.11	1.39	0.317843692	-0.508791311	46.02
HGNC:12760	VP	1	0.141	0.095	0.215	0.75	0.709	0.793	1.03	0.948	1.12	0.119066902	-1.143329652	41.06
HGNC:12761	CL	1	0.0362	0.012	0.172	0.554	0.485	0.635	0.839	0.699	1.01	0.37829276	-0.213004973	11.21
HGNC:12765	VP	0.932	0.138	0.062	0.357	0.92	0.842	1.01	1	0.883	1.14	0.126372142	0.42937354	18.32
HGNC:12767	SV	1	0.0673	0.034	0.141	0.614	0.569	0.663	0.879	0.791	0.977	0.338937026	-1.835628841	8.45
HGNC:12768	CL	0.138	0.261	0.142	0.514	0.701	0.631	0.78	1.18	1.05	1.32	0.030588851	-1.0514681	62.86
HGNC:12770	VP	0.000104	0.762	0.432	1.42	0.93	0.81	1.07	0.952	0.775	1.18	0.004373963	0.153187451	68.75
HGNC:12774	SV	0.254	0.253	0.114	0.655	0.796	0.699	0.907	0.707	0.574	0.875	0.021351002	-0.130124673	1.94
HGNC:12775	VP	0.000302	0.525	0.307	0.948	0.811	0.721	0.912	0.857	0.717	1.03	0.021699287	0.137235272	7.24
HGNC:12776	VP	0.0053	0.429	0.234	0.846	0.718	0.632	0.817	0.886	0.746	1.06	0.029451399	-0.024784761	2.74
HGNC:12781	VP	0.031	0.32	0.174	0.632	0.752	0.668	0.846	1.02	0.862	1.2	0.033383265	-0.66930187	4.51
HGNC:12782	DL	0.894	0.125	0.05	0.394	0.438	0.373	0.515	0.954	0.813	1.12	0.300731316	-0.824114466	13.89
HGNC:12785	DL	0.0748	0.322	0.158	0.737	0.639	0.553	0.74	0.843	0.7	1.02	0.081002948	-0.138502744	12.5
HGNC:12790	CL	0.000873	0.62	0.338	1.22	0.818	0.685	0.981	1.3	1.04	1.63	0.016995734	0.113618053	45.81
HGNC:12801	DL	-	-	-	-	-	-	-	-	-	-	-	-	15.81
HGNC:12820	VN	7.28e-07	0.688	0.44	1.11	0.976	0.879	1.09	0.864	0.726	1.03	0.001682838	0.539969621	88.17
HGNC:12822	SV	0.282	0.233	0.139	0.406	0.646	0.582	0.718	1.11	0.974	1.27	0.052097095	-1.025977105	14.64
HGNC:12825	CL	1	0	0	0.051	0.267	0.233	0.306	1.15	1.03	1.29	0.475933481	-1.719710087	7.74
HGNC:12826	SV	0.997	0.159	0.095	0.278	0.732	0.671	0.798	0.882	0.775	1.01	0.057901273	-1.610872172	9.12
HGNC:12830	CL	2.82e-09	1.02	0.666	1.61	0.876	0.777	0.99	0.992	0.841	1.18	0.00426777	0.284372243	73.92
HGNC:12840	CL	0.000752	0.38	0.233	0.644	0.794	0.712	0.886	1.09	0.94	1.26	0.01642425	-0.836228963	7.73
HGNC:12845	VN	0.591	0.144	0.05	0.685	0.331	0.239	0.466	0.856	0.63	1.18	0.254727596	-0.086814726	43.57
HGNC:12855	SV	0.948	0.0733	0.025	0.348	0.226	0.167	0.308	0.955	0.755	1.22	0.099226749	-0.275036955	2.12
HGNC:12866	VP	2.69e-10	0.697	0.485	1.02	0.881	0.806	0.962	0.979	0.85	1.13	0.005428829	-0.422432724	83.39
HGNC:12886	VP	0.000115	0.286	0.207	0.399	0.894	0.845	0.944	0.958	0.878	1.05	0.035880268	-0.587278246	43.9
HGNC:1291	VP	1.18e-19	0.485	0.385	0.616	0.938	0.894	0.983	1.07	0.996	1.14	0.018022515	0.031300527	62.08
HGNC:12927	VP	1.68e-16	0.626	0.475	0.833	0.97	0.918	1.02	0.985	0.903	1.07	0.009344071	-0.114529236	58.75
HGNC:12929	DL	0.849	0.134	0.054	0.422	0.766	0.671	0.875	1.05	0.88	1.26	0.098820375	-0.064710277	37.74
HGNC:12932	VP	0.00411	0.34	0.204	0.593	0.844	0.766	0.93	0.921	0.802	1.06	0.027688341	-0.256670097	78.53
HGNC:12933	DL	1	0	0	0.101	0.503	0.449	0.564	0.981	0.858	1.12	0.085504604	-1.236679139	10.08
HGNC:1297	VP	1.85e-08	0.869	0.565	1.38	0.993	0.884	1.12	0.825	0.664	1.03	0.002227726	0.221275037	63.77
HGNC:1298	VP	1.63e-08	1.18	0.74	1.81	0.929	0.825	1.05	1.22	1.05	1.41	-	0.742993109	64.74
HGNC:12994	VP	0.588	0.208	0.113	0.41	0.739	0.669	0.817	1.03	0.898	1.18	0.038454146	-1.212702239	43.34
HGNC:12997	SV	4.95e-05	0.468	0.294	0.775	0.929	0.859	1.01	1.09	0.978	1.21	0.00384493	-0.463874006	72.3
HGNC:12998	CL	0.117	0.26	0.147	0.488	0.57	0.501	0.65	1.11	0.936	1.31	0.028065451	-0.677680682	7.62
HGNC:13012	VP	0.00123	0.74	0.385	1.52	0.865	0.741	1.01	0.921	0.71	1.21	0.033778747	0.117806741	55.07
HGNC:13023	VP	8.12e-08	0.687	0.453	1.07	0.931	0.847	1.02	0.971	0.835	1.13	0.008996528	-0.798171676	71.05
HGNC:13031	VN	2.85e-07	0.759	0.485	1.23	0.956	0.858	1.07	1.01	0.852	1.21	0.007077545	0.119768461	82.75
HGNC:1305	VP	0.00294	0.815	0.397	1.7	0.849	0.724	1	0.788	0.607	1.03	0.005656874	0.129214099	80.91
HGNC:13050	VN	5.86e-13	0.513	0.383	0.696	0.81	0.753	0.871	0.83	0.736	0.936	0.013963321	-0.714842832	57.73
HGNC:13058	DL	1	0.0382	0.013	0.181	0.656	0.565	0.763	1.25	1.04	1.52	0.197138906	-0.604692296	5.99
HGNC:13071	DL	0.995	0.0503	0.017	0.238	0.572	0.514	0.636	1.16	1.04	1.3	0.255530233	-1.411202425	31.32
HGNC:13081	SV	0.00546	0.264	0.185	0.384	0.708	0.657	0.761	1.02	0.921	1.14	0.020897401	-1.257110094	23.01
HGNC:1309	VP	0.467	0.218	0.118	0.43	0.809	0.731	0.896	1.08	0.95	1.24	0.073866732	-0.374932059	57.91
HGNC:1310	SV	0.359	0.228	0.111	0.521	0.634	0.557	0.722	0.998	0.855	1.17	0.089401953	-0.481077648	35.34
HGNC:13104	SV	3.06e-12	0.977	0.674	1.45	0.965	0.871	1.07	1.04	0.885	1.22	0.004470431	0.055513882	68.73
HGNC:13164	DL	0.946	0	0	0.327	0.376	0.293	0.486	0.892	0.672	1.2	0.290931519	-0.032807114	10.92
HGNC:13178	VP	0.985	0.0929	0.037	0.292	0.652	0.58	0.733	0.937	0.799	1.1	0.252331453	-0.350247359	22.16
HGNC:13179	VP	0.907	0.144	0.065	0.373	0.639	0.572	0.714	0.914	0.789	1.06	0.106939899	0.041432694	19.79
HGNC:1318	VP	0.938	0.205	0.142	0.301	0.739	0.694	0.786	1.09	1.01	1.19	0.029591473	-3.11071251	66.19
